GENE	Liver_Normal.Tissue: GSM176332	Liver_Normal.Tissue: GSM176333	Liver_Normal.Tissue: GSM176334	Liver_Normal.Tissue: GSM176335	Liver_Normal.Tissue: GSM279063	Liver_Normal.Tissue: GSM279064	Liver_Normal.Tissue: GSM279065
RBM45	94.97	127.69	118.09	115.62	147.97	164.18	156.66
C2orf73	36.22	32.08	32.34	29.42	33.25	37.10	35.01
BBS5	18.57	17.62	18.17	19.10	19.64	16.17	23.09
CCDC173	25.31	29.48	29.24	29.14	23.89	26.48	34.72
COL9A2	66.21	53.42	55.83	68.56	54.52	64.95	52.69
COL9A3	36.47	65.64	81.27	65.67	84.40	53.07	72.25
SERPINA3	10500.72	9095.90	9977.76	10366.20	22311.50	22311.50	22311.50
ACMSD	1618.00	1465.42	1422.59	2810.48	2016.73	1972.62	1956.69
ICA1L	30.49	32.68	36.04	36.36	24.12	26.24	28.20
FAM168B	212.29	223.73	242.96	188.22	276.01	287.66	251.06
COL10A1	33.43	29.32	31.45	27.57	39.10	35.11	31.72
CIB4	34.34	37.24	34.02	38.39	26.50	30.87	25.60
REG3G	70.62	68.70	75.61	81.83	39.52	38.76	36.45
RFTN2	19.97	21.38	19.70	17.88	29.30	30.04	26.31
CLHC1	15.80	14.77	18.50	19.33	20.39	17.55	20.60
COL11A1	16.15	16.84	16.49	16.00	16.86	16.87	15.72
PLEKHH2	23.38	22.05	23.26	23.55	26.54	24.80	26.92
COL11A2	161.70	153.73	142.43	127.18	102.61	92.31	110.69
AP1S3	14.56	15.52	15.99	16.09	15.22	18.03	15.07
C2orf76	63.41	37.77	57.40	81.91	56.85	54.86	73.36
SGPP2	37.10	28.38	26.91	41.49	19.03	24.65	24.22
ACVR1C	64.80	76.52	96.03	80.66	207.65	238.66	227.15
COL12A1	23.84	25.62	26.31	24.88	31.64	32.70	30.05
OSR1	25.13	19.58	19.00	18.98	23.02	32.49	21.98
TTC32	195.12	220.42	313.86	132.53	199.44	249.47	197.88
UBR3	376.47	615.71	479.27	456.76	1310.95	1158.55	1114.59
KCTD18	74.47	119.69	97.67	115.84	354.61	293.39	320.70
ALS2CR12	25.12	24.38	19.77	21.22	21.76	23.53	22.22
ZNF513	253.74	92.41	150.97	140.59	92.66	85.17	84.37
SPATA3	71.34	63.80	60.56	78.32	52.85	55.31	76.73
LYPD6	34.78	50.65	49.12	35.90	39.65	32.90	34.19
LYPD6B	46.72	68.08	32.90	45.73	52.36	36.53	39.36
GALM	578.67	734.08	758.08	626.34	712.13	724.33	742.53
COL13A1	56.01	58.29	47.48	55.71	44.21	52.28	48.96
TMEM198	244.76	179.64	190.30	201.45	140.99	124.19	135.66
ZFAND2B	520.37	491.62	314.50	407.29	333.49	386.52	324.26
COL15A1	22.10	37.23	23.63	25.54	78.09	67.37	85.62
TMEM178A	78.44	69.29	51.82	75.60	191.54	186.31	186.21
CPO	25.47	23.07	23.55	28.45	26.97	24.14	31.53
MDH1B	32.37	35.42	41.22	38.98	36.72	44.97	36.83
COL16A1	76.85	64.16	70.56	67.01	98.82	92.46	114.30
C2orf50	29.11	32.79	33.86	40.31	30.52	25.53	40.50
PQLC3	84.59	67.19	122.82	88.63	138.08	117.35	118.73
TMEM182	21.90	22.10	22.30	22.05	34.08	31.72	29.99
AHSA2	709.03	740.68	926.41	375.79	905.96	958.54	921.92
FBXO36	61.27	50.87	50.96	54.20	40.79	38.85	42.98
COL17A1	59.07	60.98	49.34	56.54	51.86	40.91	44.49
MTERF4	73.97	99.20	82.23	88.04	122.48	125.73	122.22
CCDC148	20.55	21.11	24.67	19.71	22.28	21.33	20.75
M1AP	16.29	15.61	15.95	15.68	15.91	15.49	16.85
ADH6	480.80	1069.56	877.65	612.81	957.95	891.07	689.26
CPNE4	25.82	25.27	24.33	27.93	29.07	26.78	29.96
CCDC58	306.17	249.26	230.11	409.01	342.89	278.82	264.20
KCNH8	14.26	15.95	17.04	18.87	17.37	18.79	17.53
COL19A1	29.99	39.57	30.02	22.08	24.11	25.85	24.60
DNAJC19	291.77	411.97	335.04	384.57	474.51	453.76	467.36
FAM3D	157.47	132.69	134.53	109.80	77.10	70.13	59.65
COMP	30.76	33.49	37.60	38.19	27.38	27.38	22.46
COMT	2090.16	2287.41	2952.25	2705.35	850.93	938.43	969.50
ZPLD1	18.31	16.45	19.19	17.35	17.32	17.18	18.90
LYZL4	160.14	185.07	152.40	167.17	125.61	134.73	148.94
KLHL40	26.72	31.79	30.18	31.00	29.01	26.88	32.70
FAM131A	72.71	55.64	76.92	91.65	73.12	77.03	74.11
CD200R1	17.96	20.19	21.52	18.44	18.84	18.80	16.12
CHCHD4	504.74	537.90	614.13	775.78	312.78	386.90	329.88
COPA	449.10	444.27	442.31	617.03	326.72	316.31	309.95
ZDHHC19	55.62	71.44	56.02	76.44	62.15	66.16	54.35
CRYBG3	204.36	163.56	218.96	202.11	276.40	261.72	210.26
DCBLD2	69.29	80.25	73.72	74.69	64.17	76.92	67.50
LRRC15	33.97	36.98	35.40	39.62	38.06	37.72	35.76
FAM43A	202.91	189.87	195.02	172.28	193.07	158.05	141.61
COPB1	1722.28	1343.33	1734.37	1621.60	1824.52	1873.47	1826.80
TPRA1	192.30	153.66	121.53	155.87	106.05	117.51	112.43
TMEM42	325.20	556.83	389.96	261.04	302.46	332.89	358.39
UROC1	46.15	74.50	87.92	38.62	77.81	68.45	53.39
KLF6	789.28	248.93	384.44	491.45	274.66	261.60	259.63
SLC31A1	554.25	865.09	869.05	1199.57	933.82	897.96	924.16
ERICH6	34.57	48.88	44.81	47.60	33.64	32.86	35.76
NUDT16	125.94	148.91	144.26	132.21	100.11	132.03	135.50
COL6A6	50.20	20.99	19.65	29.03	24.69	32.36	28.07
SLC31A2	276.32	240.80	368.09	365.82	740.32	654.21	615.71
TMEM207	33.77	23.86	22.59	25.61	21.61	27.05	26.69
METTL6	53.29	50.86	48.60	67.89	36.00	34.95	37.38
ADH7	26.99	29.62	31.28	28.69	31.73	32.06	30.74
TAMM41	37.50	35.31	39.43	37.64	34.19	49.07	30.20
IL17RE	26.50	44.49	30.59	35.38	24.08	21.58	25.11
RTP1	16.65	18.17	15.74	16.61	17.19	15.12	15.77
IQCF1	35.86	34.64	37.40	34.80	36.81	42.58	60.45
GLYCTK	837.76	1468.27	872.55	642.70	1580.54	1692.92	1854.48
PPM1M	159.28	153.47	145.24	92.70	107.14	100.82	95.57
C3orf49	143.32	149.56	193.94	158.05	161.51	178.68	187.90
SNTN	14.31	12.06	16.05	12.34	12.42	11.59	12.26
SYNPR	19.17	19.35	21.07	26.60	22.80	19.34	20.88
LSMEM2	65.64	103.41	61.94	50.36	64.20	74.74	61.37
RPL32P3	56.49	45.33	55.09	46.54	76.10	74.13	78.49
H1FOO	47.12	42.99	47.40	49.52	54.41	47.13	47.72
OCIAD2	1264.19	1415.99	1195.83	1219.61	725.03	669.81	554.44
SCLT1	34.15	26.22	34.32	44.85	32.00	41.00	39.05
C4orf33	42.29	32.22	41.69	29.27	29.86	36.83	30.04
TMEM155	16.05	16.46	18.73	16.36	15.13	17.54	22.92
PABPC4L	20.68	21.83	24.75	22.44	22.54	18.54	20.61
ADAD1	25.21	27.68	41.61	27.75	29.56	28.72	30.59
ZFP42	15.15	14.29	16.78	14.12	16.61	15.59	15.25
LIN54	49.80	29.38	73.34	30.90	71.37	50.78	68.60
SPATA18	27.39	28.66	26.04	26.82	37.13	38.32	40.32
MAP3K8	25.28	20.58	29.72	23.38	33.33	40.96	35.52
C4orf32	67.09	76.55	67.09	75.90	372.76	257.49	254.14
TMPRSS11B	15.60	16.24	16.47	19.16	18.08	17.47	13.28
GNPDA2	47.44	54.93	87.58	31.08	57.35	57.15	58.03
COX4I1	3708.19	3536.24	3399.48	3742.28	2683.69	2822.78	2959.01
SPATA4	66.10	62.61	62.02	87.11	84.37	89.46	69.25
CPEB2	153.59	247.02	232.34	198.43	323.32	273.99	329.40
EVC2	25.91	21.97	22.91	22.95	27.04	21.47	21.66
ARL9	47.04	43.88	46.55	50.61	49.33	50.53	59.54
AASDH	329.01	430.87	380.25	280.90	427.00	379.77	413.17
PDCL2	11.15	11.23	12.42	11.52	12.97	14.69	12.38
C4orf36	14.44	14.55	16.82	13.56	14.54	13.93	15.03
COX5B	2169.88	2081.06	2204.14	2358.25	1427.92	1253.81	1381.19
ADK	1006.69	1203.40	1332.76	1198.65	945.41	992.90	874.61
PACRGL	27.12	27.73	20.98	22.38	29.59	29.01	24.92
TRAM1L1	35.92	37.55	38.66	38.19	24.05	25.73	23.63
ENPP6	12.03	12.28	12.00	12.30	11.78	11.23	12.23
SLC9B2	88.33	113.51	160.53	102.61	61.45	67.75	69.20
SETD9	27.79	137.79	39.70	72.24	134.28	111.39	112.74
IL31RA	18.14	16.99	14.55	17.05	16.05	15.39	15.43
SLCO6A1	27.64	25.56	27.42	32.87	28.50	38.55	31.73
C5orf47	17.11	16.20	18.55	18.55	17.72	18.14	17.12
PPARGC1B	73.87	62.28	79.75	95.94	100.20	81.87	71.59
MROH2B	33.65	36.90	31.35	35.42	34.21	31.15	31.70
EGFLAM	70.43	66.34	59.70	43.52	74.25	85.37	71.01
PRRC1	726.14	578.19	698.01	610.23	849.05	914.67	797.70
NADK2	1071.04	1386.18	965.21	971.32	1507.77	1448.56	1484.13
UGT3A1	239.97	90.90	81.33	106.54	64.28	63.88	58.88
CAPSL	16.80	16.19	20.33	20.27	18.66	14.04	13.33
JMY	27.88	24.92	34.54	23.98	29.68	24.43	26.05
C5orf58	21.64	19.43	19.37	16.76	15.71	16.43	16.74
ZNF474	26.13	27.38	28.46	28.39	31.00	25.88	28.83
CCDC127	327.76	559.27	407.03	317.41	479.27	583.42	327.49
COX6A2	34.06	25.61	28.17	28.57	23.28	41.17	32.87
ADM	333.37	167.79	256.87	440.23	499.94	463.62	474.68
COX6B1	3641.46	3167.00	3730.62	3801.36	2574.18	2520.68	2604.34
UBE2QL1	40.33	28.17	30.41	39.05	39.80	43.50	44.28
FAM173B	145.10	196.99	182.15	199.18	270.71	291.45	285.91
CMBL	492.00	862.63	811.47	679.72	511.15	437.28	469.67
POU5F2	34.75	34.55	37.68	34.88	41.72	37.53	54.20
DNAJC21	117.38	124.04	137.99	142.94	223.90	212.94	201.15
AFAP1L1	38.38	42.07	44.45	42.29	37.56	31.58	37.06
GRPEL2	165.79	153.81	204.11	185.98	199.94	189.69	196.00
TMEM171	29.06	23.91	26.83	42.37	35.65	26.04	31.28
TMEM174	153.10	152.37	186.59	147.65	120.79	178.90	214.14
LSM11	28.40	26.84	28.30	22.04	27.98	29.18	27.77
POC5	114.25	124.02	147.43	117.76	142.26	165.95	145.24
WDR36	190.78	196.45	155.98	147.26	200.28	184.87	137.03
ZNF300P1	20.40	27.17	22.35	21.74	27.51	31.53	29.50
NUDCD2	144.89	254.09	249.54	247.28	212.67	216.78	150.10
UBLCP1	282.38	176.88	241.42	267.65	544.62	467.20	449.10
ACOT12	1102.60	803.25	513.81	1320.07	732.61	596.80	667.67
SOWAHA	23.77	27.16	23.79	22.90	27.81	49.81	27.29
SHROOM1	324.82	449.26	436.67	450.35	447.89	458.79	614.39
C5orf24	51.76	55.46	69.88	56.87	117.84	118.04	94.26
COX6C	4733.20	4100.55	4599.94	4833.99	2549.50	2804.25	2918.48
ADAT2	35.92	43.36	38.87	39.40	52.95	57.83	50.70
COX7A1	192.50	137.95	62.77	245.72	422.94	316.22	321.37
RIPPLY2	20.89	19.43	18.51	21.33	30.15	28.53	27.11
IRAK1BP1	23.40	25.31	22.16	16.05	18.35	19.81	17.68
COX7A2	3274.14	3127.51	2873.11	3326.76	2841.03	2594.25	2689.09
CLVS2	21.73	17.61	18.02	16.80	18.41	17.07	17.38
TAAR9	32.60	30.22	33.05	35.67	26.33	29.82	26.95
TAAR1	15.37	20.70	17.29	16.20	12.61	14.74	15.16
STXBP5	13.56	13.56	17.39	16.33	16.31	17.49	16.38
COX7B	3265.53	2391.00	3630.37	3696.90	1389.93	1338.59	1338.59
ADORA1	107.28	100.24	107.75	121.62	58.19	61.57	60.86
COX7C	467.20	771.76	535.22	754.98	350.24	426.44	439.19
NCOA7	753.83	688.02	703.30	414.52	1108.97	971.32	976.99
HINT3	23.21	23.95	31.70	23.99	23.83	26.99	27.35
PACRG	24.11	27.45	26.79	25.42	31.95	42.98	34.39
SDHAF4	34.19	38.45	32.78	28.93	39.47	29.04	26.88
COX8A	2965.79	2483.57	2433.81	3081.46	1481.15	1642.75	1687.18
CD109	36.85	30.27	39.46	41.33	28.32	35.28	29.61
RAET1E	46.85	48.42	42.34	53.90	39.59	46.92	53.64
PM20D2	71.77	88.43	75.25	114.65	218.56	173.08	196.45
SRSF12	22.91	17.58	24.72	22.07	21.27	21.66	22.79
COX10	253.00	278.74	312.52	362.92	254.83	218.17	277.97
COX11	108.76	169.41	243.08	179.21	401.82	359.94	355.89
HUS1B	27.06	25.66	23.28	25.86	24.86	24.79	23.95
COX15	216.29	248.00	228.29	223.15	307.64	275.94	272.35
TRIM40	25.72	32.19	44.21	26.45	20.62	20.63	23.06
DPCR1	33.35	31.52	36.20	32.86	32.64	29.59	27.56
CP	6700.25	5897.14	6652.59	5966.63	5701.40	5549.72	5299.35
CPA1	19.11	15.00	12.76	17.89	17.44	16.70	15.09
WBSCR28	23.53	22.58	24.91	21.19	18.44	22.25	21.03
TRIM50	51.43	46.14	50.88	45.77	41.09	37.23	41.98
CPA2	47.96	76.25	50.56	51.25	58.64	48.39	46.45
C7orf34	36.89	31.10	36.17	42.84	34.49	33.32	36.18
TMEM139	90.12	103.24	128.45	77.25	155.45	176.71	181.43
NOBOX	61.91	87.54	51.69	77.11	57.75	53.19	68.52
OR6B1	19.35	20.07	19.90	19.26	22.38	25.71	24.46
OR2F2	13.96	18.10	14.71	15.35	17.42	14.36	15.79
CPA3	68.02	98.55	60.79	50.24	215.67	235.00	223.15
ADORA2A	132.60	123.46	93.41	99.18	108.91	132.34	123.25
ZNF786	53.00	56.49	56.49	57.57	64.69	70.89	48.75
CPB1	38.84	30.72	39.77	58.40	26.68	25.64	25.68
SSU72P8	25.92	21.29	28.69	36.07	21.57	33.05	28.14
CPB2	3837.10	5172.69	4733.20	4985.42	6517.49	6517.49	6149.27
COL26A1	82.26	80.94	104.00	101.81	98.24	68.12	69.97
PRSS37	46.80	41.00	43.85	36.99	44.51	37.07	40.43
KLF14	41.17	43.77	48.36	47.53	44.15	41.32	43.28
SSMEM1	17.04	16.14	18.10	17.43	16.65	18.55	16.63
C7orf57	9.62	10.89	10.72	11.42	10.43	12.56	11.55
CPD	178.33	120.10	116.55	142.71	299.56	306.17	246.05
SVOPL	16.31	15.47	20.08	16.01	16.95	17.77	18.21
MTPN	956.68	780.58	1005.99	906.52	1086.14	848.11	739.91
LRGUK	29.79	24.11	34.99	25.67	24.50	33.14	30.75
ASB10	50.84	63.65	68.70	63.20	64.66	64.53	83.87
CPE	40.56	68.59	49.68	77.58	372.99	377.65	325.86
CLDN4	94.83	73.72	58.75	69.12	47.27	47.41	43.57
PRSS58	41.57	45.92	29.07	28.83	38.25	47.81	38.07
CLDN3	140.97	159.35	74.86	266.87	60.95	68.46	68.79
MPLKIP	815.02	1236.46	1305.42	825.77	456.29	399.76	533.82
CLDN7	344.41	277.76	178.33	363.80	152.29	177.63	180.81
SSC4D	275.63	280.82	196.88	186.55	114.49	61.33	82.03
C7orf31	36.41	33.92	32.41	36.05	32.60	35.60	35.05
CPM	90.54	151.92	171.04	167.46	130.25	135.11	140.08
ASZ1	11.88	10.63	13.03	13.30	12.31	11.75	12.25
CPN1	473.17	634.86	685.45	602.79	478.08	448.05	492.17
ADORA2B	41.99	41.80	40.56	42.33	34.00	37.56	47.42
CLDN23	24.45	28.19	29.50	40.79	63.14	51.16	62.17
CPN2	675.35	772.13	693.14	821.32	620.42	697.38	644.13
CPOX	483.88	558.15	475.83	303.91	1345.66	1104.98	1059.16
ZNF572	28.00	26.04	30.33	26.42	33.37	27.91	29.91
GOT1L1	20.66	17.96	19.24	18.27	21.30	18.09	17.94
CPS1	6561.45	7216.08	10500.72	7577.47	7158.79	6892.92	6430.43
VPS37A	73.80	75.76	142.26	99.95	201.45	190.82	168.16
CPT1A	53.87	30.79	38.22	55.54	43.11	45.14	42.59
CPT1B	289.84	95.70	221.05	223.73	161.31	214.09	184.11
NDUFAF6	88.37	72.38	76.49	94.86	113.27	127.99	106.91
TMEM68	24.24	34.79	29.26	37.33	51.61	61.97	44.01
CPT2	960.94	548.03	438.61	755.35	924.16	859.71	973.81
ABRA	15.96	17.73	14.29	17.33	18.68	21.74	21.56
TMEM71	22.79	25.49	26.97	30.07	47.89	37.65	39.97
SGCZ	17.23	23.72	16.07	17.11	23.59	19.66	19.96
ADHFE1	2108.94	2057.11	1994.48	1614.53	2412.14	2511.44	2780.44
UBXN2B	174.84	380.38	257.21	295.80	227.69	197.73	232.10
CR1	25.66	22.54	26.42	21.56	26.17	28.84	35.29
PXDNL	10.43	11.91	12.13	11.38	12.54	10.54	11.75
LETM2	19.19	21.39	24.00	20.77	20.46	20.95	20.63
CR1L	23.89	24.18	27.83	23.12	22.51	18.89	24.90
DCAF4L2	14.48	13.14	15.26	15.28	15.35	13.70	14.61
RALYL	41.30	50.10	39.09	36.46	43.55	35.76	29.52
HGSNAT	179.73	178.64	211.22	216.50	135.11	138.95	175.41
RNF183	58.93	47.49	47.39	50.12	48.20	43.48	51.13
CR2	23.44	30.73	25.65	22.91	21.99	27.58	27.29
NACC2	60.15	60.08	45.51	50.04	54.09	54.72	74.99
C9orf116	46.38	45.43	45.72	47.33	38.89	33.93	34.74
CARNMT1	12.30	11.95	12.41	11.50	12.05	12.11	12.84
CRABP1	44.97	42.33	58.99	36.17	31.98	43.89	40.65
C9orf57	15.32	15.13	17.10	14.46	21.28	18.51	15.10
C9orf85	61.16	59.66	45.64	62.28	82.78	89.68	97.51
C9orf135	18.74	19.74	21.30	20.13	14.02	14.56	14.49
CRABP2	219.85	172.91	192.50	205.24	110.88	129.78	158.74
LCN8	21.02	20.23	20.72	21.14	19.84	18.46	19.59
FAM69B	106.84	143.74	113.80	104.41	73.78	87.99	73.39
PTRH1	77.31	75.96	50.49	74.86	42.73	34.60	38.03
TAF1L	213.49	162.14	207.91	241.10	119.57	134.69	104.87
CRAT	902.70	780.20	581.04	763.88	534.63	629.60	611.24
CREB1	117.82	120.84	87.23	116.14	122.73	110.95	116.00
PTPDC1	46.41	52.96	43.95	45.91	46.71	44.36	49.17
ANKRD19P	163.48	159.79	104.03	142.47	136.57	127.54	205.76
PRSS47	47.19	45.42	39.25	37.33	51.72	72.24	77.34
ATF2	32.75	36.68	32.87	33.95	27.05	31.41	26.96
RPP25L	904.33	942.53	659.53	722.92	702.62	882.28	845.70
C9orf131	115.60	182.33	127.54	127.44	74.77	86.52	56.72
CREBBP	227.58	296.38	237.34	225.64	312.61	339.44	307.47
ATF6B	42.06	42.19	46.94	43.56	44.15	43.76	51.00
DBH-AS1	1193.93	683.22	1393.79	775.35	1630.28	1572.23	1716.32
CREBL2	288.29	380.49	351.63	397.50	336.84	348.04	370.60
SLITRK4	14.98	14.05	14.47	15.12	11.70	12.98	11.36
MAGEC3	17.99	18.31	17.31	14.61	19.92	21.05	18.30
CREM	100.84	72.09	76.33	117.21	76.65	74.39	72.01
BEND2	15.62	19.57	17.09	18.51	19.18	19.08	19.75
PASD1	34.87	33.68	38.33	31.46	42.78	36.26	34.72
DCAF12L1	18.79	20.56	21.53	23.06	20.45	22.42	22.73
PIH1D3	35.37	29.50	25.69	29.51	26.63	25.02	24.28
MUM1L1	21.50	23.85	22.68	24.18	34.65	79.60	49.15
FAM199X	82.62	50.77	81.57	66.36	123.00	97.51	95.72
AMER1	37.50	34.29	40.29	44.71	27.14	24.52	22.07
CRH	31.37	38.68	34.36	36.10	28.73	31.97	28.06
APOOL	319.15	300.75	338.15	317.76	274.81	267.37	238.23
HDX	19.02	19.78	23.54	25.26	21.59	21.39	18.72
FUNDC1	38.78	36.89	57.61	52.35	48.90	44.01	51.17
ADGRG4	20.48	20.78	18.93	18.39	23.44	25.58	21.59
CRHBP	255.57	473.00	1288.79	852.88	281.83	288.69	253.69
PTCHD1	19.83	18.28	21.19	18.48	27.57	31.38	29.40
PPP4R3CP	11.69	10.92	11.70	13.05	13.62	12.44	14.83
CRHR1	30.52	29.53	26.12	30.54	40.17	32.06	33.52
VENTXP1	16.34	13.16	13.37	11.48	13.85	13.46	13.27
UPRT	64.57	52.49	59.69	71.46	66.24	98.53	81.41
MAGEE2	15.34	15.12	14.46	12.81	14.46	14.63	17.14
CRHR2	14.29	15.43	15.20	15.16	16.52	17.46	16.56
CRIP1	181.12	128.08	87.35	125.91	46.86	60.70	69.41
GAB3	152.62	83.78	119.01	79.06	106.49	120.99	130.99
PNCK	175.75	162.57	142.40	132.47	87.77	105.52	78.06
KRT18P44	18.30	20.30	17.78	22.18	19.32	18.42	20.64
CRIP2	153.51	193.37	83.18	262.01	104.05	126.60	158.78
DOCK11	28.37	27.86	25.91	24.88	32.72	27.63	28.08
SPIN4	28.84	20.42	30.73	29.52	65.95	58.92	69.01
CRK	496.48	486.54	537.08	789.67	907.03	727.55	731.19
CRKL	120.39	98.39	138.45	127.29	175.53	174.15	169.20
AADAC	2925.16	2768.52	2885.89	2892.50	2019.52	2156.69	1948.71
CRMP1	194.29	244.11	209.24	220.08	92.12	116.85	104.70
CRP	4509.96	35.88	442.18	562.61	6473.36	7048.99	6561.45
KRTAP13-1	75.68	72.64	102.66	103.65	56.19	70.80	59.23
TCP10L	25.45	27.46	18.07	33.01	15.84	19.09	18.65
MUC17	20.60	20.50	22.06	19.29	21.40	20.67	24.05
ASB11	19.63	18.64	17.03	19.58	16.47	14.45	15.96
ASB5	12.01	12.63	12.44	11.20	14.18	13.09	12.15
ASB6	155.34	131.36	116.03	99.07	98.02	120.95	125.82
ASB7	54.64	69.99	67.49	65.68	52.58	48.27	45.87
ASB8	273.01	314.13	239.40	258.51	458.00	432.87	459.59
ASB9	79.38	267.30	266.58	134.28	42.80	56.46	39.68
MYL6B	136.86	140.05	124.04	139.85	138.61	150.75	168.66
ZNF358	246.19	300.91	156.43	208.01	144.33	148.80	143.43
MYO3B	14.62	15.13	15.58	14.60	14.84	14.47	14.27
HAPLN1	31.48	31.36	31.84	37.04	30.38	25.06	25.16
RNF32	13.33	14.67	13.61	14.83	20.37	16.38	15.32
APOBEC3D	62.98	75.94	88.55	76.47	50.27	54.70	54.50
S100A16	2190.28	1714.30	1873.47	1863.89	1748.62	1912.71	1935.78
CHODL	42.62	44.93	46.80	42.27	33.36	29.86	48.09
TCEAL2	15.23	14.61	14.95	14.66	22.60	24.75	25.53
SELM	62.72	33.96	27.29	72.50	64.12	53.28	68.30
ZFP28	38.80	41.59	46.06	38.28	46.30	51.55	44.16
ACTRT2	39.79	41.04	45.23	40.56	36.91	40.18	36.92
GATA5	23.22	29.65	22.09	26.63	24.59	22.56	25.16
SLC32A1	21.50	18.43	20.18	20.56	16.59	16.42	16.66
C20orf96	38.54	35.02	34.28	32.51	35.01	45.12	33.30
BPIFA2	68.39	62.02	80.62	65.39	70.76	30.13	34.44
ZBTB46	88.22	73.58	71.53	78.21	60.76	75.03	64.14
WFDC3	80.50	93.79	60.23	85.65	49.68	54.75	43.71
GCNT7	22.23	25.10	15.29	23.52	17.22	16.00	16.23
NOL4L	21.84	23.40	24.92	23.79	30.51	36.59	44.34
CBLN4	20.80	24.63	18.19	19.23	19.29	21.96	26.99
CTCFL	18.95	18.09	19.20	23.21	18.57	24.66	19.76
TRIM69	60.25	51.26	42.59	41.37	42.35	37.21	36.60
MROH8	26.86	35.89	29.46	27.55	34.73	34.45	34.79
CRX	37.36	36.79	35.64	32.75	34.54	32.02	43.38
SAMD10	71.65	71.85	65.39	63.23	88.32	72.70	70.10
ABHD16B	27.83	37.92	25.52	28.83	23.98	25.18	29.62
CCM2L	75.54	101.28	100.08	84.05	93.66	80.20	80.87
TLDC2	30.42	25.96	27.53	27.28	20.27	25.12	24.77
RIMS4	64.86	66.50	74.00	59.76	53.87	47.87	45.37
ANKRD60	36.82	49.35	37.14	41.26	30.30	36.65	37.27
SUN5	37.65	49.21	33.30	36.60	44.66	42.77	45.67
MACROD2	32.04	31.31	23.20	34.26	48.80	57.75	63.28
DYNLL2	61.17	86.94	84.99	107.90	89.16	74.07	81.75
TMEM37	501.05	624.22	385.90	659.53	820.86	844.76	748.52
UBE2F	154.41	160.02	229.35	380.25	348.16	335.83	335.95
ADAMTS14	79.58	66.03	100.22	72.07	62.56	71.74	55.61
NRSN1	26.04	28.17	28.22	31.87	25.47	30.56	48.11
SMCR8	113.03	92.73	109.46	93.41	84.96	83.16	81.92
CRY1	240.42	261.67	349.61	575.39	657.43	672.60	624.22
RPL10L	44.75	55.27	45.19	43.66	65.35	67.68	66.05
TRPM6	31.17	33.07	36.76	32.72	29.70	30.05	32.54
KRT72	44.30	43.06	50.64	41.23	52.30	70.03	72.36
SRXN1	591.65	429.85	691.17	743.25	538.98	592.84	665.23
ROMO1	571.22	579.63	493.05	682.89	242.38	220.82	221.51
NEURL2	56.76	80.85	58.70	60.07	59.39	69.65	64.38
LINC00261	1907.68	1223.59	1369.94	1035.42	1651.77	1670.31	1724.31
ZSWIM3	63.11	86.54	97.38	80.11	99.04	81.94	74.09
WFDC10A	27.03	26.47	23.73	29.57	28.57	24.84	26.68
BANF2	28.99	35.51	32.38	28.90	28.07	29.26	25.00
DEFB127	19.03	19.12	18.49	20.25	23.54	26.72	25.52
SCP2D1	38.23	45.72	36.51	35.69	30.53	33.38	37.00
ISM1	45.45	48.26	52.73	27.46	43.07	46.57	50.94
WFDC6	28.89	31.89	26.19	19.68	38.70	27.17	30.22
C20orf173	37.19	34.80	29.58	28.16	34.16	38.86	33.94
FAM65C	123.79	141.06	166.81	120.87	239.27	227.34	241.24
CST11	25.04	23.48	24.69	23.90	22.70	23.66	25.51
DEFB129	19.10	19.51	21.42	15.20	18.91	20.86	18.80
ZNF280B	56.79	50.75	69.84	63.14	56.02	48.19	45.57
SIRPA	336.04	167.25	363.12	324.17	354.39	328.63	396.59
PABPC5	11.65	12.48	12.16	13.26	12.30	11.81	12.35
SREK1	333.19	351.09	474.68	309.31	416.31	453.14	394.45
RBBP8NL	76.79	117.68	92.21	71.02	57.77	52.02	92.91
CNBD2	28.75	29.67	34.87	34.82	35.13	31.61	30.92
CRY2	742.53	823.54	549.51	474.84	889.53	800.30	808.05
STK35	191.39	167.71	168.62	161.04	249.47	220.02	207.65
R3HDML	42.94	40.30	37.32	36.44	34.68	33.39	34.94
DCANP1	24.23	30.38	27.97	26.77	22.90	22.53	26.36
CRYAA	111.39	68.79	42.41	207.69	57.92	66.56	68.23
ADORA3	82.89	64.63	114.95	107.18	53.14	45.22	57.62
CRYAB	96.46	190.06	69.20	111.42	353.43	358.62	367.17
CRYBA1	16.03	14.76	13.52	12.05	15.16	15.86	14.57
CRYBA2	17.73	23.60	19.03	23.87	24.96	22.18	25.77
CRYBA4	22.68	24.20	33.18	22.92	29.49	24.71	26.06
CRYBB1	55.99	50.51	50.18	44.37	48.71	36.18	36.70
CRYBB2	49.65	54.74	45.81	66.20	40.07	34.00	34.02
CRYBB3	126.76	102.63	98.51	104.70	68.40	130.40	112.56
CRYGA	18.64	15.68	16.10	17.70	16.82	20.76	18.39
CRYGB	56.00	64.37	41.33	43.72	37.61	39.33	40.46
ADPRH	51.68	48.66	52.12	51.14	59.96	46.00	46.07
CRYGC	63.71	54.05	46.43	64.78	44.07	50.59	49.71
CRYGD	118.46	113.43	120.02	162.17	82.44	91.96	86.44
MIB2	318.78	242.76	228.81	234.69	110.80	115.14	117.90
